transactionId,accountId,amount,transactionType,timestamp,hour_of_day,day_of_week,account_age_days,user_transaction_count,transaction_velocity,amount_deviation,is_weekend,is_night_transaction,high_amount_flag,new_account_flag,is_fraud
24,user_1,2784.48,WITHDRAW,2025-08-15T05:32:11.123742,5,4,2194,2576,0,1.114,0,0,0,0,0
25,user_1,227.31,DEPOSIT,2026-01-24T09:46:11.123742,9,5,2194,2576,1,0.091,1,0,0,0,0
26,user_1,573.59,DEPOSIT,2025-09-22T01:34:11.123742,1,0,2194,2576,1,0.229,0,1,0,0,0
27,user_1,1687.32,DEPOSIT,2026-04-17T05:24:11.123742,5,4,2194,2576,1,0.675,0,0,0,0,0
28,user_1,1792.5,DEPOSIT,2026-06-07T11:30:11.123742,11,6,2194,2576,2,0.717,1,0,0,0,0
29,user_1,7225.25,DEPOSIT,2026-02-26T11:46:11.123742,11,3,2194,2576,1,2.89,0,0,0,0,1
30,user_1,3095.14,DEPOSIT,2025-09-02T01:06:11.123742,1,1,2194,2576,0,1.238,0,1,0,0,0
31,user_1,3194.98,WITHDRAW,2026-03-26T02:37:11.123742,2,3,2194,2576,4,1.278,0,1,0,0,1
32,user_1,3255.56,DEPOSIT,2026-03-13T18:32:11.123742,18,4,2194,2576,0,1.302,0,0,0,0,0
33,user_1,4377.03,DEPOSIT,2026-04-29T22:14:11.123742,22,2,2194,2576,0,1.751,0,0,0,0,0
34,user_1,2977.89,WITHDRAW,2026-01-02T20:26:11.123742,20,4,2194,2576,2,1.191,0,0,0,0,0
35,user_1,2290.6,TRANSFER,2026-04-26T11:24:11.123742,11,6,2194,2576,2,0.916,1,0,0,0,1
36,user_1,4478.45,DEPOSIT,2026-03-14T12:08:11.123742,12,5,2194,2576,0,1.791,1,0,0,0,0
37,user_2,6767.56,DEPOSIT,2025-10-21T12:11:11.123742,12,1,430,608,2,1.354,0,0,0,0,0
38,user_2,7987.54,TRANSFER,2026-01-19T12:47:11.123742,12,0,430,608,1,1.598,0,0,0,0,0
39,user_2,5322.71,TRANSFER,2026-06-09T23:35:11.123742,23,1,430,608,4,1.065,0,0,0,0,0
40,user_2,3145.87,DEPOSIT,2026-01-11T07:11:11.123742,7,6,430,608,2,0.629,1,0,0,0,0
41,user_2,3430.63,DEPOSIT,2026-06-19T13:15:11.123742,13,4,430,608,0,0.686,0,0,0,0,0
42,user_2,7936.05,DEPOSIT,2026-02-25T18:55:11.123742,18,2,430,608,0,1.587,0,0,0,0,0
43,user_2,9662.44,WITHDRAW,2026-06-15T02:00:11.123742,2,0,430,608,2,1.932,0,1,0,0,0
44,user_2,9912.58,WITHDRAW,2025-10-07T01:46:11.123742,1,1,430,608,1,1.983,0,1,0,0,0
45,user_2,5286.92,WITHDRAW,2026-03-04T18:29:11.123742,18,2,430,608,4,1.057,0,0,0,0,0
46,user_2,7978.06,DEPOSIT,2026-01-07T14:33:11.123742,14,2,430,608,2,1.596,0,0,0,0,0
47,user_2,8330.87,WITHDRAW,2026-02-01T20:06:11.123742,20,6,430,608,1,1.666,1,0,0,0,0
48,user_2,1857.36,DEPOSIT,2025-12-30T01:34:11.123742,1,1,430,608,4,0.371,0,1,0,0,1
49,user_2,6914.57,WITHDRAW,2026-03-23T14:16:11.123742,14,0,430,608,1,1.383,0,0,0,0,0
50,user_2,834.42,WITHDRAW,2026-04-20T02:31:11.123742,2,0,430,608,1,0.167,0,1,0,0,1
51,user_2,1453.43,TRANSFER,2026-05-31T15:20:11.123742,15,6,430,608,1,0.291,1,0,0,0,0
52,user_2,1870.77,DEPOSIT,2025-10-03T21:46:11.123742,21,4,430,608,3,0.374,0,0,0,0,0
53,user_2,569.74,DEPOSIT,2026-01-09T14:10:11.123742,14,4,430,608,1,0.114,0,0,0,0,0
54,user_2,5310.19,WITHDRAW,2025-11-13T19:56:11.123742,19,3,430,608,1,1.062,0,0,0,0,0
55,user_2,1014.25,WITHDRAW,2026-06-10T11:39:11.123742,11,2,430,608,0,0.203,0,0,0,0,0
56,user_2,8293.9,DEPOSIT,2025-08-23T20:03:11.123742,20,5,430,608,1,1.659,1,0,0,0,0
57,user_3,2542.22,DEPOSIT,2026-03-27T12:50:11.123742,12,4,471,2926,2,1.017,0,0,0,0,0
58,user_3,1131.53,WITHDRAW,2025-12-12T13:28:11.123742,13,4,471,2926,3,0.453,0,0,0,0,0
59,user_3,2541.69,WITHDRAW,2026-06-14T09:27:11.123742,9,6,471,2926,4,1.017,1,0,0,0,1
60,user_3,2952.76,DEPOSIT,2025-10-03T17:40:11.123742,17,4,471,2926,2,1.181,0,0,0,0,0
61,user_3,270.44,DEPOSIT,2025-12-25T23:49:11.123742,23,3,471,2926,0,0.108,0,0,0,0,0
62,user_3,82.02,WITHDRAW,2025-09-19T16:13:11.123742,16,4,471,2926,1,0.033,0,0,0,0,0
63,user_3,2335.89,WITHDRAW,2025-06-28T23:13:11.123742,23,5,471,2926,2,0.934,1,0,0,0,0
64,user_3,3240.05,WITHDRAW,2025-09-21T05:38:11.123742,5,6,471,2926,1,1.296,1,0,0,0,0
65,user_3,3932.83,DEPOSIT,2026-03-16T17:25:11.123742,17,0,471,2926,2,1.573,0,0,0,0,0
66,user_3,5225.18,DEPOSIT,2025-09-19T11:32:11.123742,11,4,471,2926,0,2.09,0,0,0,0,0
67,user_3,3452.43,WITHDRAW,2026-04-29T12:13:11.123742,12,2,471,2926,0,1.381,0,0,0,0,0
68,user_3,4592.46,DEPOSIT,2025-08-27T07:57:11.123742,7,2,471,2926,0,1.837,0,0,0,0,0
69,user_3,6108.1,DEPOSIT,2026-06-22T04:31:11.123742,4,0,471,2926,2,2.443,0,1,0,0,1
70,user_3,170.06,DEPOSIT,2026-05-31T09:59:11.123742,9,6,471,2926,2,0.068,1,0,0,0,0
71,user_3,3284.26,TRANSFER,2025-07-15T20:14:11.123742,20,1,471,2926,3,1.314,0,0,0,0,1
72,user_4,6755.24,DEPOSIT,2026-01-19T13:50:11.123742,13,0,3679,2153,1,0.676,0,0,0,0,0
73,user_4,27639.25,DEPOSIT,2026-03-05T10:50:11.123742,10,3,3679,2153,1,2.764,0,0,1,0,1
74,user_4,4101.51,WITHDRAW,2026-04-20T22:15:11.123742,22,0,3679,2153,1,0.41,0,0,0,0,0
75,user_4,14657.14,DEPOSIT,2026-06-08T13:56:11.123742,13,0,3679,2153,2,1.466,0,0,0,0,0
76,user_4,17818.49,WITHDRAW,2025-10-15T03:03:11.123742,3,2,3679,2153,1,1.782,0,1,0,0,0
77,user_4,24511.17,TRANSFER,2025-08-03T08:51:11.123742,8,6,3679,2153,2,2.451,1,0,1,0,1
78,user_4,23432.77,WITHDRAW,2026-05-05T19:40:11.123742,19,1,3679,2153,0,2.343,0,0,1,0,0
79,user_4,29114.95,TRANSFER,2025-07-19T22:48:11.123742,22,5,3679,2153,0,2.911,1,0,1,0,1
80,user_4,8959.54,TRANSFER,2025-08-03T03:39:11.123742,3,6,3679,2153,2,0.896,1,1,0,0,0
81,user_4,23477.14,WITHDRAW,2025-11-23T11:32:11.123742,11,6,3679,2153,0,2.348,1,0,1,0,1
82,user_4,649.57,WITHDRAW,2026-06-03T20:03:11.123742,20,2,3679,2153,3,0.065,0,0,0,0,0
83,user_4,391.28,DEPOSIT,2026-01-28T19:15:11.123742,19,2,3679,2153,3,0.039,0,0,0,0,1
84,user_4,7296.21,TRANSFER,2026-02-06T06:34:11.123742,6,4,3679,2153,1,0.73,0,0,0,0,0
85,user_4,6631.2,DEPOSIT,2025-11-21T14:28:11.123742,14,4,3679,2153,0,0.663,0,0,0,0,0
86,user_4,3077.82,WITHDRAW,2025-06-30T15:35:11.123742,15,0,3679,2153,2,0.308,0,0,0,0,0
87,user_4,1797.22,DEPOSIT,2026-05-17T17:28:11.123742,17,6,3679,2153,4,0.18,1,0,0,0,0
88,user_4,5486.75,WITHDRAW,2025-09-14T23:02:11.123742,23,6,3679,2153,1,0.549,1,0,0,0,0
89,user_4,5073.59,WITHDRAW,2025-08-26T00:04:11.123742,0,1,3679,2153,1,0.507,0,1,0,0,0
90,user_4,5758.01,DEPOSIT,2026-06-17T15:37:11.123742,15,2,3679,2153,0,0.576,0,0,0,0,0
91,user_5,4485.84,WITHDRAW,2026-03-10T00:05:11.123742,0,1,3930,388,5,1.794,0,1,0,0,1
92,user_5,7949.58,WITHDRAW,2026-04-30T16:45:11.123742,16,3,3930,388,1,3.18,0,0,0,0,0
93,user_5,5043.88,DEPOSIT,2025-08-25T16:23:11.123742,16,0,3930,388,2,2.018,0,0,0,0,0
94,user_5,5771.98,DEPOSIT,2025-12-14T18:53:11.123742,18,6,3930,388,2,2.309,1,0,0,0,0
95,user_5,5526.01,DEPOSIT,2025-08-31T06:55:11.123742,6,6,3930,388,3,2.21,1,0,0,0,1
96,user_5,3148.61,TRANSFER,2025-10-20T12:31:11.123742,12,0,3930,388,3,1.259,0,0,0,0,0
97,user_5,7846.88,DEPOSIT,2026-05-04T23:09:11.123742,23,0,3930,388,1,3.139,0,0,0,0,1
98,user_5,1385.75,DEPOSIT,2026-06-15T17:22:11.123742,17,0,3930,388,1,0.554,0,0,0,0,0
99,user_5,1975.1,DEPOSIT,2025-08-30T13:48:11.123742,13,5,3930,388,0,0.79,1,0,0,0,0
100,user_5,3940.72,DEPOSIT,2025-07-26T00:51:11.123742,0,5,3930,388,2,1.576,1,1,0,0,0
101,user_5,2704.93,WITHDRAW,2026-06-06T13:13:11.123742,13,5,3930,388,3,1.082,1,0,0,0,1
102,user_5,6805.02,TRANSFER,2025-08-04T23:37:11.123742,23,0,3930,388,2,2.722,0,0,0,0,0
103,user_5,3104.03,WITHDRAW,2026-02-18T13:28:11.123742,13,2,3930,388,1,1.242,0,0,0,0,0
104,user_5,2280.35,WITHDRAW,2026-03-11T17:06:11.123742,17,2,3930,388,1,0.912,0,0,0,0,0
105,user_5,5404.0,WITHDRAW,2025-06-27T08:14:11.123742,8,4,3930,388,2,2.162,0,0,0,0,0
106,user_5,1.0,TRANSFER,2025-08-14T17:06:11.123742,17,3,3930,388,4,0.0,0,0,0,0,1
107,user_5,868.65,TRANSFER,2025-10-16T11:37:11.123742,11,3,3930,388,1,0.347,0,0,0,0,0
108,user_5,4981.52,WITHDRAW,2026-02-01T12:03:11.123742,12,6,3930,388,2,1.993,1,0,0,0,0
109,user_5,2477.3,DEPOSIT,2025-09-11T01:50:11.123742,1,3,3930,388,3,0.991,0,1,0,0,1
110,user_5,6559.22,DEPOSIT,2025-09-25T03:51:11.123742,3,3,3930,388,1,2.624,0,1,0,0,1
111,user_5,2515.97,TRANSFER,2025-12-25T01:21:11.123742,1,3,3930,388,1,1.006,0,1,0,0,0
112,user_6,744.43,WITHDRAW,2026-06-15T11:48:11.123742,11,0,4198,1503,3,0.298,0,0,0,0,0
113,user_6,9678.03,DEPOSIT,2025-09-01T14:17:11.123742,14,0,4198,1503,0,3.871,0,0,0,0,1
114,user_6,2437.88,TRANSFER,2026-01-28T21:06:11.123742,21,2,4198,1503,2,0.975,0,0,0,0,0
115,user_6,1786.45,WITHDRAW,2025-12-03T14:23:11.123742,14,2,4198,1503,2,0.715,0,0,0,0,0
116,user_6,6807.93,DEPOSIT,2025-11-20T09:44:11.123742,9,3,4198,1503,2,2.723,0,0,0,0,0
117,user_6,6198.59,WITHDRAW,2026-04-19T01:10:11.123742,1,6,4198,1503,1,2.479,1,1,0,0,0
118,user_6,1780.69,DEPOSIT,2026-06-12T04:00:11.123742,4,4,4198,1503,0,0.712,0,1,0,0,0
119,user_7,1339.48,WITHDRAW,2025-12-15T04:57:11.123742,4,0,1854,2780,2,2.679,0,1,0,0,1
120,user_7,1211.69,DEPOSIT,2025-12-15T18:51:11.123742,18,0,1854,2780,2,2.423,0,0,0,0,0
121,user_7,923.92,WITHDRAW,2025-11-17T12:52:11.123742,12,0,1854,2780,1,1.848,0,0,0,0,0
122,user_7,151.62,WITHDRAW,2025-10-31T16:10:11.123742,16,4,1854,2780,0,0.303,0,0,0,0,0
123,user_7,277.57,TRANSFER,2026-01-10T11:59:11.123742,11,5,1854,2780,0,0.555,1,0,0,0,0
124,user_7,1536.45,WITHDRAW,2025-08-23T08:54:11.123742,8,5,1854,2780,2,3.073,1,0,0,0,0
125,user_7,11.76,WITHDRAW,2025-11-15T19:15:11.123742,19,5,1854,2780,2,0.024,1,0,0,0,0
126,user_7,949.86,DEPOSIT,2026-03-27T11:30:11.123742,11,4,1854,2780,1,1.9,0,0,0,0,0
127,user_7,883.26,DEPOSIT,2025-10-21T04:55:11.123742,4,1,1854,2780,4,1.767,0,1,0,0,1
128,user_7,1551.59,DEPOSIT,2026-06-05T08:04:11.123742,8,4,1854,2780,4,3.103,0,0,0,0,1
129,user_7,221.72,DEPOSIT,2025-12-08T10:46:11.123742,10,0,1854,2780,0,0.443,0,0,0,0,0
130,user_7,730.86,WITHDRAW,2026-03-27T04:09:11.123742,4,4,1854,2780,1,1.462,0,1,0,0,0
131,user_7,434.88,TRANSFER,2026-01-06T05:34:11.123742,5,1,1854,2780,2,0.87,0,0,0,0,0
132,user_7,113.86,DEPOSIT,2026-01-18T01:24:11.123742,1,6,1854,2780,2,0.228,1,1,0,0,0
133,user_7,649.34,DEPOSIT,2026-01-17T15:36:11.123742,15,5,1854,2780,0,1.299,1,0,0,0,0
134,user_7,179.72,DEPOSIT,2026-05-12T19:22:11.123742,19,1,1854,2780,0,0.359,0,0,0,0,0
135,user_7,1005.9,DEPOSIT,2026-01-26T21:02:11.123742,21,0,1854,2780,0,2.012,0,0,0,0,1
136,user_7,1605.29,WITHDRAW,2025-07-16T05:55:11.123742,5,2,1854,2780,1,3.211,0,0,0,0,1
137,user_7,97.41,DEPOSIT,2026-05-10T12:05:11.123742,12,6,1854,2780,0,0.195,1,0,0,0,0
138,user_7,399.28,TRANSFER,2025-07-20T07:28:11.123742,7,6,1854,2780,3,0.799,1,0,0,0,0
139,user_7,1085.59,DEPOSIT,2025-08-28T16:16:11.123742,16,3,1854,2780,0,2.171,0,0,0,0,0
140,user_7,463.39,DEPOSIT,2025-08-17T18:51:11.123742,18,6,1854,2780,0,0.927,1,0,0,0,0
141,user_7,29.96,DEPOSIT,2026-02-20T05:01:11.123742,5,4,1854,2780,0,0.06,0,0,0,0,0
142,user_7,843.35,DEPOSIT,2025-11-20T04:12:11.123742,4,3,1854,2780,0,1.687,0,1,0,0,1
143,user_7,845.7,DEPOSIT,2026-05-08T01:32:11.123742,1,4,1854,2780,1,1.691,0,1,0,0,0
144,user_7,1184.49,TRANSFER,2026-04-23T23:22:11.123742,23,3,1854,2780,1,2.369,0,0,0,0,0
145,user_7,9.46,DEPOSIT,2025-12-15T21:12:11.123742,21,0,1854,2780,3,0.019,0,0,0,0,1
146,user_7,17.68,DEPOSIT,2026-03-26T01:14:11.123742,1,3,1854,2780,1,0.035,0,1,0,0,0
147,user_7,524.71,TRANSFER,2025-07-18T09:07:11.123742,9,4,1854,2780,4,1.049,0,0,0,0,1
148,user_7,1445.55,DEPOSIT,2025-08-29T04:17:11.123742,4,4,1854,2780,0,2.891,0,1,0,0,1
149,user_7,263.77,WITHDRAW,2025-07-21T02:23:11.123742,2,0,1854,2780,2,0.528,0,1,0,0,1
150,user_7,1021.81,DEPOSIT,2026-03-04T06:42:11.123742,6,2,1854,2780,1,2.044,0,0,0,0,1
151,user_7,259.25,WITHDRAW,2025-12-12T19:12:11.123742,19,4,1854,2780,1,0.518,0,0,0,0,0
152,user_8,14600.28,DEPOSIT,2025-08-09T03:45:11.123742,3,5,3908,1210,0,2.92,1,1,0,0,1
153,user_8,3031.28,WITHDRAW,2025-07-13T07:03:11.123742,7,6,3908,1210,1,0.606,1,0,0,0,0
154,user_8,16705.66,WITHDRAW,2025-11-03T12:03:11.123742,12,0,3908,1210,0,3.341,0,0,0,0,0
155,user_8,13459.44,WITHDRAW,2025-09-09T03:54:11.123742,3,1,3908,1210,0,2.692,0,1,0,0,0
156,user_9,747.91,WITHDRAW,2026-02-06T11:05:11.123742,11,4,4113,1333,3,0.299,0,0,0,0,1
157,user_9,2230.81,DEPOSIT,2025-08-27T06:30:11.123742,6,2,4113,1333,2,0.892,0,0,0,0,0
158,user_9,3165.95,WITHDRAW,2025-09-12T02:05:11.123742,2,4,4113,1333,1,1.266,0,1,0,0,0
159,user_9,200.61,DEPOSIT,2026-05-03T04:28:11.123742,4,6,4113,1333,0,0.08,1,1,0,0,0
160,user_9,8398.38,TRANSFER,2026-01-12T20:37:11.123742,20,0,4113,1333,1,3.359,0,0,0,0,1
161,user_9,4718.89,DEPOSIT,2026-03-25T06:13:11.123742,6,2,4113,1333,2,1.888,0,0,0,0,0
162,user_9,3635.92,TRANSFER,2025-09-12T16:37:11.123742,16,4,4113,1333,3,1.454,0,0,0,0,1
163,user_9,2539.71,TRANSFER,2026-04-05T17:28:11.123742,17,6,4113,1333,3,1.016,1,0,0,0,1
164,user_9,3960.46,DEPOSIT,2025-07-09T05:16:11.123742,5,2,4113,1333,2,1.584,0,0,0,0,0
165,user_9,1023.26,DEPOSIT,2025-06-25T14:52:11.123742,14,2,4113,1333,1,0.409,0,0,0,0,0
166,user_9,302.72,WITHDRAW,2026-04-26T15:24:11.123742,15,6,4113,1333,4,0.121,1,0,0,0,0
167,user_9,3097.71,TRANSFER,2025-12-01T20:27:11.123742,20,0,4113,1333,1,1.239,0,0,0,0,0
168,user_9,35.96,TRANSFER,2025-09-14T11:53:11.123742,11,6,4113,1333,3,0.014,1,0,0,0,0
169,user_9,1276.42,DEPOSIT,2026-01-31T17:03:11.123742,17,5,4113,1333,0,0.511,1,0,0,0,0
170,user_9,4717.98,TRANSFER,2026-02-23T18:34:11.123742,18,0,4113,1333,0,1.887,0,0,0,0,0
171,user_9,504.81,DEPOSIT,2026-05-31T16:59:11.123742,16,6,4113,1333,5,0.202,1,0,0,0,0
172,user_9,5657.93,DEPOSIT,2026-05-28T21:01:11.123742,21,3,4113,1333,2,2.263,0,0,0,0,1
173,user_9,6146.45,WITHDRAW,2026-05-02T01:23:11.123742,1,5,4113,1333,1,2.459,1,1,0,0,0
174,user_9,1246.23,WITHDRAW,2026-05-03T03:08:11.123742,3,6,4113,1333,1,0.498,1,1,0,0,0
175,user_9,2371.95,TRANSFER,2025-08-31T22:47:11.123742,22,6,4113,1333,2,0.949,1,0,0,0,0
176,user_9,874.79,DEPOSIT,2025-10-30T16:49:11.123742,16,3,4113,1333,2,0.35,0,0,0,0,0
177,user_9,1817.41,DEPOSIT,2026-05-28T13:41:11.123742,13,3,4113,1333,3,0.727,0,0,0,0,0
178,user_9,3755.5,WITHDRAW,2026-03-16T13:02:11.123742,13,0,4113,1333,1,1.502,0,0,0,0,0
179,user_9,405.34,DEPOSIT,2026-01-11T23:17:11.123742,23,6,4113,1333,1,0.162,1,0,0,0,0
180,user_9,641.07,DEPOSIT,2026-03-13T18:25:11.123742,18,4,4113,1333,1,0.256,0,0,0,0,0
181,user_9,4830.42,TRANSFER,2025-12-20T08:07:11.123742,8,5,4113,1333,1,1.932,1,0,0,0,1
182,user_9,363.84,WITHDRAW,2026-03-18T17:29:11.123742,17,2,4113,1333,0,0.146,0,0,0,0,0
183,user_9,1428.08,DEPOSIT,2026-06-01T16:02:11.123742,16,0,4113,1333,2,0.571,0,0,0,0,0
184,user_9,1880.66,WITHDRAW,2026-04-17T07:49:11.123742,7,4,4113,1333,2,0.752,0,0,0,0,0
185,user_9,1471.47,DEPOSIT,2026-06-12T15:25:11.123742,15,4,4113,1333,0,0.589,0,0,0,0,0
186,user_9,4612.44,DEPOSIT,2026-05-21T18:05:11.123742,18,3,4113,1333,2,1.845,0,0,0,0,0
187,user_9,6780.95,WITHDRAW,2025-07-10T09:40:11.123742,9,3,4113,1333,0,2.712,0,0,0,0,0
188,user_9,2311.76,TRANSFER,2026-01-01T18:48:11.123742,18,3,4113,1333,0,0.925,0,0,0,0,1
189,user_9,7029.61,DEPOSIT,2026-05-12T22:43:11.123742,22,1,4113,1333,2,2.812,0,0,0,0,0
190,user_9,5840.98,DEPOSIT,2025-07-18T03:13:11.123742,3,4,4113,1333,0,2.336,0,1,0,0,0
191,user_9,31.43,WITHDRAW,2026-04-12T00:36:11.123742,0,6,4113,1333,2,0.013,1,1,0,0,0
192,user_10,705.2,DEPOSIT,2026-01-11T13:20:11.123742,13,6,2252,280,2,1.41,1,0,0,0,0
193,user_10,205.72,DEPOSIT,2026-02-16T17:25:11.123742,17,0,2252,280,3,0.411,0,0,0,0,0
194,user_10,273.68,DEPOSIT,2025-08-02T21:30:11.123742,21,5,2252,280,1,0.547,1,0,0,0,0
195,user_10,961.16,WITHDRAW,2026-02-24T01:12:11.123742,1,1,2252,280,1,1.922,0,1,0,0,0
196,user_10,256.32,WITHDRAW,2026-02-24T06:08:11.123742,6,1,2252,280,2,0.513,0,0,0,0,0
197,user_10,463.45,DEPOSIT,2026-05-06T07:31:11.123742,7,2,2252,280,3,0.927,0,0,0,0,0
198,user_10,790.79,DEPOSIT,2025-12-01T04:34:11.123742,4,0,2252,280,2,1.582,0,1,0,0,0
199,user_10,1017.89,DEPOSIT,2025-12-06T15:47:11.123742,15,5,2252,280,1,2.036,1,0,0,0,0
200,user_10,599.31,DEPOSIT,2025-12-14T01:05:11.123742,1,6,2252,280,4,1.199,1,1,0,0,1
201,user_10,261.51,DEPOSIT,2025-12-15T09:01:11.123742,9,0,2252,280,0,0.523,0,0,0,0,0
202,user_10,476.83,WITHDRAW,2025-10-06T20:28:11.123742,20,0,2252,280,2,0.954,0,0,0,0,0
203,user_10,823.58,DEPOSIT,2025-08-18T00:39:11.123742,0,0,2252,280,5,1.647,0,1,0,0,1
204,user_11,29968.36,DEPOSIT,2026-02-24T06:56:11.123742,6,1,2773,196,1,1.199,0,0,1,0,0
205,user_11,25900.2,DEPOSIT,2026-06-17T04:50:11.123742,4,2,2773,196,2,1.036,0,1,1,0,1
206,user_11,6752.56,TRANSFER,2025-09-21T05:45:11.123742,5,6,2773,196,2,0.27,1,0,0,0,0
207,user_11,4932.72,DEPOSIT,2026-02-03T14:48:11.123742,14,1,2773,196,2,0.197,0,0,0,0,0
208,user_11,1129.63,DEPOSIT,2025-09-23T01:58:11.123742,1,1,2773,196,2,0.045,0,1,0,0,0
209,user_11,36969.46,WITHDRAW,2026-03-13T11:11:11.123742,11,4,2773,196,4,1.479,0,0,1,0,1
210,user_11,23789.73,TRANSFER,2025-10-10T08:55:11.123742,8,4,2773,196,0,0.952,0,0,1,0,0
211,user_11,26965.98,DEPOSIT,2026-01-24T00:37:11.123742,0,5,2773,196,1,1.079,1,1,1,0,0
212,user_11,4353.23,DEPOSIT,2026-01-24T10:43:11.123742,10,5,2773,196,1,0.174,1,0,0,0,0
213,user_11,23151.68,TRANSFER,2026-01-12T22:38:11.123742,22,0,2773,196,1,0.926,0,0,1,0,0
214,user_11,16477.03,TRANSFER,2025-09-22T01:25:11.123742,1,0,2773,196,1,0.659,0,1,0,0,1
215,user_11,15132.4,TRANSFER,2025-07-06T10:02:11.123742,10,6,2773,196,0,0.605,1,0,0,0,0
216,user_11,83226.01,WITHDRAW,2026-06-07T07:18:11.123742,7,6,2773,196,1,3.329,1,0,1,0,1
217,user_11,48166.34,TRANSFER,2026-01-12T16:23:11.123742,16,0,2773,196,3,1.927,0,0,1,0,1
218,user_11,53092.01,DEPOSIT,2026-02-24T18:00:11.123742,18,1,2773,196,2,2.124,0,0,1,0,1
219,user_11,18315.33,WITHDRAW,2025-11-16T09:27:11.123742,9,6,2773,196,0,0.733,1,0,0,0,0
220,user_11,51230.27,DEPOSIT,2025-07-29T07:41:11.123742,7,1,2773,196,2,2.049,0,0,1,0,1
221,user_11,16539.57,DEPOSIT,2026-05-04T02:06:11.123742,2,0,2773,196,1,0.662,0,1,0,0,0
222,user_11,17694.16,WITHDRAW,2026-03-23T11:37:11.123742,11,0,2773,196,2,0.708,0,0,0,0,0
223,user_12,2439.47,TRANSFER,2025-09-04T10:26:11.123742,10,3,4291,833,0,0.244,0,0,0,0,0
224,user_12,8459.72,TRANSFER,2026-03-29T10:51:11.123742,10,6,4291,833,0,0.846,1,0,0,0,0
225,user_12,1271.59,DEPOSIT,2026-03-12T09:23:11.123742,9,3,4291,833,1,0.127,0,0,0,0,0
226,user_12,5883.06,WITHDRAW,2026-06-18T23:37:11.123742,23,3,4291,833,2,0.588,0,0,0,0,0
227,user_12,21250.28,DEPOSIT,2025-11-17T04:04:11.123742,4,0,4291,833,4,2.125,0,1,1,0,1
228,user_12,29265.8,TRANSFER,2025-12-18T06:45:11.123742,6,3,4291,833,1,2.927,0,0,1,0,1
229,user_12,21122.27,WITHDRAW,2026-01-24T06:15:11.123742,6,5,4291,833,0,2.112,1,0,1,0,1
230,user_12,18612.71,WITHDRAW,2026-03-15T13:17:11.123742,13,6,4291,833,1,1.861,1,0,0,0,0
